,character_name,character_url,lotr_name,titles,birth,death,race,hair,culture,actor,other names,realms,weapon,rule,spouse,voice,height,children,eyes,gender,parentage,siblings,age,name,lifespan,languages,distinctions,members,purpose,formed,dissolved,also known as,dominions,skin color,realm,title,founder(s),type,revenue,employees
541,Spiders,b'https://lotr.fandom.com/wiki/Spiders',Spiders,,,,,,,,,,,,,,,,,,,,,,unknown,"westron, black speech","gigantic, dark, arachnid-like traits, lethal, venomouscapable of speech",,,,,,"mordor, mirkwood, torech ungol, dol guldur, nan dungortheb, ered gorgoroth, nan ungol",,,,,,,
542,Lindiss%C3%AB,b'https://lotr.fandom.com/wiki/Lindiss%C3%AB',Lindissë,,sa 551[1],unknown,men,,númenóreans (house of elros),,,,,,unknown,,,,,female,,,,,,,,,,,,,,,,,,,,
543,Ardamir_(son_of_Axantur),b'https://lotr.fandom.com/wiki/Ardamir_(son_of_Axantur)',Ardamir,,sa 562,unknown,men,,númenórean (house of elros),,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
544,Cemendur_(son_of_Axantur),b'https://lotr.fandom.com/wiki/Cemendur_(son_of_Axantur)',Cemendur,,sa 575,unknown,men,,númenórean (house of elros),,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
545,Hatholdir,b'https://lotr.fandom.com/wiki/Hatholdir',Hatholdir,,sometime before sa 799,unknown,men,,númenóreans,,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
546,Albert_Dreary,b'https://lotr.fandom.com/wiki/Albert_Dreary',Albert Dreary,,,,men,,,peter jackson,,,,,,,,,,,,,,albert dreary,third age,,,,,,,,,,bree,,,,,
547,Penlod,b'https://lotr.fandom.com/wiki/Penlod',Penlod,"lord of house of the tower of snow, lord of house of the pillar",unknown,fa 510,elves,,"ñoldor, gondolindrim (house of the tower of snow & house of the pillar)",,penlod the tall,,,,,,tall,,,male,,,,,,,,,,,,,,,,,,,,
548,Rog,b'https://lotr.fandom.com/wiki/Rog',Rog,lord of the house of the hammer of wrath,unknown,fa 510,elves,,gondolindrim (house of the hammer of wrath),,,,unknown,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
549,Galdor_of_the_Tree,b'https://lotr.fandom.com/wiki/Galdor_of_the_Tree',Galdor,lord of the house of the tree,unknown,unknown,elves,,gondolindrim (house of the tree),,galdor of the tree,,"club,sling?",,,,,,,male,,,,,,,,,,,,,,,,,,,,
550,Salgant,b'https://lotr.fandom.com/wiki/Salgant',Salgant,lord of the house of the harp,unknown,fate unknown,elves,,ñoldorgondolindrim (house of the harp),,,,,,unknown,,short,,,male,,,,,,,,,,,,,,,,,,,,
551,Duilin_of_Gondolin,b'https://lotr.fandom.com/wiki/Duilin_of_Gondolin',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Tulkastor,b'https://lotr.fandom.com/wiki/Tulkastor',Tulkastor,,yt ?,unknown,elves,,elves of tol eressëa,,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
553,Percy,b'https://lotr.fandom.com/wiki/Percy',Percy,,,,men,,men of dale,nick blake,,,"sword, bow",,,,,,,male,,,,percy,ta 2887 - ?,,,,,,,,,,"lake-town, dale",,,,,
554,Braga,b'https://lotr.fandom.com/wiki/Braga',Braga,,,,men,,lakemen,mark mitchenson,,,sword,,,,,,,male,,,,braga,ta 2892 - ta 2941 (aged 49),,,,,,,,,,rhovanion,,,,,
555,Barney_Butterbur,b'https://lotr.fandom.com/wiki/Barney_Butterbur',Barney Butterbur,,,,men,,men of bree,richard whiteside,,,,,,,,,,male,,,,barney butterbur,ta 2904 - ?,,,,,,,,,,,,,,,
556,Hallatan,b'https://lotr.fandom.com/wiki/Hallatan',Hallatan,lord of hyarastorni,sa 711[1],mid second age ?,men,,númenóreans (house of elros),,sheep-lord,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
557,Bill_Ferny_Sr.,b'https://lotr.fandom.com/wiki/Bill_Ferny_Sr.',Bill Ferny Sr.,,,,men,,men of bree,dallas barnett,,,,,,,,,,male,,,,bill ferny sr.,,,,,,,,,,,,,,,,
558,Squint,b'https://lotr.fandom.com/wiki/Squint',Squint,,,,men,,,matt smith,,,,,,,,,,male,,,,squint,ta 2904 - ?,,,,,,,,,,bree,,,,,
559,Hilda_Bianca,b'https://lotr.fandom.com/wiki/Hilda_Bianca',Hilda Bianca,,,,men,,"lakemen, men of dale",sarah peirse,,,,,,,,,,female,,,,hilda bianca,ta 2897 - ?,,,,,,,,,,rhovanion,,,,,
560,F%C3%ADriel_(The_Last_Ship),b'https://lotr.fandom.com/wiki/F%C3%ADriel_(The_Last_Ship)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Beldir,b'https://lotr.fandom.com/wiki/Beldir',Beldir,,fa 316 ?,,men,,edain (house of bëor),,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
562,%C3%89ofor,b'https://lotr.fandom.com/wiki/%C3%89ofor',Éofor,prince of rohan,c. ta 2544,unknown,men,,rohirrim (house of eorl),,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
563,Saelon,b'https://lotr.fandom.com/wiki/Saelon',Saelon,,fourth age,,men,,men of gondor,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
564,Berelach,b'https://lotr.fandom.com/wiki/Berelach',Berelach,,early fourth age,early-mid fourth age,men,,men of gondor,,,reunited kingdom (arnor and gondor),,,,,,none,,male,borlas,unnamed sister,,,,,,,,,,,,,,,,,,
565,Morw%C3%AB,b'https://lotr.fandom.com/wiki/Morw%C3%AB',Morwë,,perhaps firstborn,,elves,,avari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Nurw%C3%AB,b'https://lotr.fandom.com/wiki/Nurw%C3%AB',Nurwë,,perhaps firstborn,,elves,,avari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Fire-drake_of_Gondolin,b'https://lotr.fandom.com/wiki/Fire-drake_of_Gondolin',Fire-drake of Gondolin,,,possibly fa 510,dragon,,fire-drakes (dragons of morgoth),,beast of gondolin[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Indor,b'https://lotr.fandom.com/wiki/Indor',Indor,,"unknown, likely mid-first age",fa 495 (presumed dead)[1],men,,"edain (house of hador), men of dor-lómin",,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
569,R%C3%ADan_(Gondor),b'https://lotr.fandom.com/wiki/R%C3%ADan_(Gondor)',Rían,,c. t.a. 2328,unknown,men,,men of gondor (house of húrin),,,,,,unnamed husband,,,,,female,,,,,,,,,,,,,,,,,,,,
570,Gildis,b'https://lotr.fandom.com/wiki/Gildis',Gildis,,,,men,,edain (house of hador),,,,,,hador lórindol,,,,,female,,,,,,,,,,,,,,,,,,,,
571,Nessani%C3%AB,b'https://lotr.fandom.com/wiki/Nessani%C3%AB',Nessanië,,sa 840[1],mid second age ?,men,,númenóreans (house of elros),,,,,,unknown,,,,,female,,,,,,,,,,,,,,,,,,,,
572,Ottar,b'https://lotr.fandom.com/wiki/Ottar',Ottar,,,,men,,men of laketown,john parkin,,,unknown,,,,,,,male,,,,ottar,late third age - ?,,,,,,,unknown,,,rhovanion,,,,,
573,Erland,b'https://lotr.fandom.com/wiki/Erland',Erland,,,,men,,men of laketown,unknown,,,unknown,,,,,,,male,,,,erland,,,,,,,,unknown,,,rhovanion,,,,,
574,J%C3%A1rnsmid,b'https://lotr.fandom.com/wiki/J%C3%A1rnsmid',Járnsmid,,,,men,,men of dale,unknown,,,unknown,,,,,,,male,,,,járnsmid,,,,,,,,unknown,,,rhovanion,,,,,
575,Lindenroot,b'https://lotr.fandom.com/wiki/Lindenroot',Lindenroot,,,,ent,,ents of fangorn,,,,,,,,,,,male,,,,lindenroot,born ta 1019,,,,,,,,,,fangorn forest,,,,,
576,Rootcouncil,b'https://lotr.fandom.com/wiki/Rootcouncil',Rootcouncil,,,,ent,,ents of fangorn,unknown,,,,,,,,,,male,,,,rootcouncil,,,,,,,,,,,fangorn forest,,,,,
577,Ecgl%C3%A1f,b'https://lotr.fandom.com/wiki/Ecgl%C3%A1f',Ecgláf,,,,men,,rohirrim,unknown,,,rohirrim spear,,,,,,,male,,,,ecgláf,"late-third age - march 3-4, 3019 ?",,,,,,,,,,rohan,,,,,
578,Fr%C3%A9amund,b'https://lotr.fandom.com/wiki/Fr%C3%A9amund',Fréamund,,,,men,,rohirrim,unknown,,,,,,,,,,male,,,,fréamund,"late-third age ? - march 3 - 4, 3019",,,,,,,,,,rohan,,,,,
579,Guma,b'https://lotr.fandom.com/wiki/Guma',Guma,,,,men,,rohirrim,unknown,,,,,,,,,,male,,,,guma,late third age-fourth age ?,,,,,,,,,,rohan,,,,,
580,Herefara,b'https://lotr.fandom.com/wiki/Herefara',Herefara,,,"march 15, 3019",men,,rohirrim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Hr%C3%A9thel,b'https://lotr.fandom.com/wiki/Hr%C3%A9thel',Hréthel,,,,men,,rohirrim,unknown,,,,,,,,,,male,,,,hréthel,"late third age ? - march 3-4, 3019 ?",,,,,,,,,,rohan,,,,,
582,L%C3%A9owyn,b'https://lotr.fandom.com/wiki/L%C3%A9owyn',Léowyn,,,,men,,rohirrim,unknown,,,,,,,,,,female,,,,léowyn,"late third age ? - march 15, 3019",,,,,,,,,,rohan,,,,,
583,L%C3%A9ofric_Meorling,b'https://lotr.fandom.com/wiki/L%C3%A9ofric_Meorling',Léofric Meorling,,,,men,,rohirrim,unknown,,,,,,,,,,male,,,,léofric meorling,unknown,,,,,,,,,,rohan,,,,,
584,Sigewulf,b'https://lotr.fandom.com/wiki/Sigewulf',Sigewulf,,,,men,,rohirrim,unknown,,,rohirrim sword,,,,,,,male,,,,sigewulf,"late-third age - march 3-4, 3019",,,,,,,,,,rohan,,,,,
585,Unferth,b'https://lotr.fandom.com/wiki/Unferth',Unferth,,,,men,,rohirrim,unknown (lotr tcg),,,,,,,,,,male,,,,,unknown,,,,,,,,,,rohan,,,,,
586,W%C3%A9land,b'https://lotr.fandom.com/wiki/W%C3%A9land',Wéland,,,,men,,rohirrim,unknown,,,,,,,,,,male,,,,wéland,"late-third age - march 3-4, 3019 ?",,,,,,,,,,rohan,,,,,
587,Aldor_(movie_character),b'https://lotr.fandom.com/wiki/Aldor_(movie_character)',Aldor,,,,men,,rohirrim,bruce allpress,,,bow,,,,,,,,,,,aldor,,,,,,,,,,,,,,,,
588,Ereth%C3%B3n,b'https://lotr.fandom.com/wiki/Ereth%C3%B3n',Erethón,,,,men,,"silvan elves, galadhrim (wood-elves of lothlórien)",alexander lindsay,,,,,,,,,,male,,,,erethón,unknown,,,,,,,,,,lothlórien,,,,,
589,Balglin,b'https://lotr.fandom.com/wiki/Balglin',Balglin,,,,elves,,"silvan elves, galadhrim (wood-elves of lothlórien)",andy gunn,,,"bow, elven sword",,,,,,,male,,,,balglin,"d. march 3-4, 3019",,,,,,,,,,lothlórien,,,,,
590,Calaglin,b'https://lotr.fandom.com/wiki/Calaglin',Calaglin,,,,elves,,"silvan elves, galadhrim (wood-elves of lothlórien)",micha kemp,,,"bow, elven sword",,,,,,,male,,,,calaglin,unknown,,,,,,,,,,lothlórien,,,,,
591,Thandronen,b'https://lotr.fandom.com/wiki/Thandronen',Thandronen,,,,elves,,"silvan elves, galadhrim",ben fransham,,,"bow, elven sword",,,,,,,male,,,,thandronen,"d. march 3-4, 3019",,,,,,,,,,lothlórien,,,,,
592,Ordulus,b'https://lotr.fandom.com/wiki/Ordulus',Ordulus,,,,elf,,"nandor (silvan elves), galadhrim (wood-elves of lothlórien)",unknown,,,"bow, elven sword",,,,,,,male,,,,ordulus,"d. march 3-4, 3019",,,,,,,,,,lothlórien,,,,,
593,Pengedhel,b'https://lotr.fandom.com/wiki/Pengedhel',Pengedhel,,,,elves,,"nandor (silvan elves), galadhrim (wood-elves of lothlórien)",unknown,,,"bow, elven sword",,,,,,,male,,,,pengedhel,"d. march 3-4, 3019",,,,,,,,,,lothlórien,,,,,
594,Taurnil,b'https://lotr.fandom.com/wiki/Taurnil',Taurnil,,,,elves,,"noldor (silvan elves), galadhrim (wood-elves of lothlórien)",unknown,,,"bow, elven sword",,,,,,,male,,,,taurnil,"d. march 3 - 4, 3019",,,,,,,,,,lothlórien,,,,,
595,Th%C3%B3nnas,b'https://lotr.fandom.com/wiki/Th%C3%B3nnas',Thónnas,,,,elves,,"silvan elves, galadhrim (wood-elves of lothlórien)",unknown,,,"bow, elven sword",,,,,,,male,,,,thónnas,"d. march 3-4, 3019",,,,,,,,,,lothlórien,,,,,
596,Golradir,b'https://lotr.fandom.com/wiki/Golradir',Golradir,,,,elf,,elves of rivendell,unknown,,,,,,,,,,male,,,,golradir,unknown,,,,,,,,,,,,,,,
597,Saelbeth,b'https://lotr.fandom.com/wiki/Saelbeth',Saelbeth,,,,elves,,elves of rivendell,matt appleton,,,,,,,,,,male,,,,saelbeth,unknown,,,,,,,,,,rivendell,,,,,
598,Celebring,b'https://lotr.fandom.com/wiki/Celebring',Celebring,,,,elves,,elves of rivendell,unknown,,,,,,,,,,male,,,,celebring,unknown,,,,,,,,,,rivendell,,,,,
599,Anendel,b'https://lotr.fandom.com/wiki/Anendel',Anendel,,,,elf,,"silvan elves, galadhrim (wood-elves of lothlórien)",ben fransham,,,,,,,,,,male,,,,anendel,unknown,,,,,,,,,,lothlórien,,,,,
600,Orolonn,b'https://lotr.fandom.com/wiki/Orolonn',Orolonn,,,,elf,,"silvan elves, galadhrim (wood-elves of lothlórien)",jørn e. benzon,,,,,,,,,,male,,,,orolonn,"unknown - d. march 3-4, 3019",,,,,,,,,,lothlórien,,,,,
601,Berembor,b'https://lotr.fandom.com/wiki/Berembor',Berembor,,,,elf,,"silvan elves, galadhrim (wood-elves of lothlórien)",unknown,,,bow and sword,,,,,,,female,,,,berembor,"unknown - d. march 3-march 4, 3019",,,,,,,,,,lothlórien,,,,,
602,Belurion,b'https://lotr.fandom.com/wiki/Belurion',Belurion,,,,elf,,"silvan elves, galadhrim (wood-elves of lothlórien)",unknown,,,bow and sword,,,,,,,male,,,,belurion,"d. march 3-4, 3019",,,,,,,,,,lothlórien,,,,,
603,Lethuin,b'https://lotr.fandom.com/wiki/Lethuin',Lethuin,,,,elf,,silvan elves (wood-elves of mirkwood),eli kent,,,elven bow,,,,,,,male,,,,lethuin,unknown,,,,,,,,,,mirkwood,,,,,
604,Halladol,b'https://lotr.fandom.com/wiki/Halladol',Halladol,,,,elf,,"silvan elves, galadhrim (wood-elves of lothlórien)",unknown,,,elven bow and sword,,,,,,,male,,,,halladol,"unknown - d. march 3-4, 3019",,,,,,,,,,lothlórien,,,,,
605,Minto_Boffin,b'https://lotr.fandom.com/wiki/Minto_Boffin',Minto Boffin,,,,hobbits,,hobbits of the shire,billy jackson,,,,,,,,,,male,,,,minto boffin,unknown,,,,,,,,,,shire,,,,,
606,Bell_Boffin,b'https://lotr.fandom.com/wiki/Bell_Boffin',Bell Boffin,,,,hobbit,,hobbits of the shire,katie jackson,,,,,,,,,,female,,,,bell boffin,unknown,,,,,,,,,,shire,,,,,
607,Talion,b'https://lotr.fandom.com/wiki/Talion',Talion,,,,men/wraith,,men of gondor (rangers),troy baker,,,sword (urfael)bow (azkâr)dagger (acharn),,,,,,,,,,,,"b. before ta 2941d. some time in between ta 2941 and 2999 (first death, resurrected by celebrimbor)d. march 25, 3019 (last death)",,,,,,,"ranger, gravewalker, cap'n (by torvin), bright lord (alongside celebrimbor),deathless one, the dark ranger,lord of mordor, tark, pink-skin",,,gondor,,,,,
608,Freca_(film_character),b'https://lotr.fandom.com/wiki/Freca_(film_character)',Freca,,,,men,,dunlendings,timothy lee[1],,,dunlending knife,,,,,,,male,,,,freca,late third age - ?,,,,,,,,,,dunland,,,,,
609,Larnach,b'https://lotr.fandom.com/wiki/Larnach',Larnach,,late first age ?,unknown,men,,"edain, men of brethil (woodmen)",,,,unknown,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
610,Uin,b'https://lotr.fandom.com/wiki/Uin',Uin,"primeval whale, gulma's great whale, oldest of the right whales[1]",unknown,unknown,right whale,,,,,,"powers of the valar, titanic strength, colossal body",,,,,,,male,,,,,,,,,,,,,,,,,,,,
611,Gorganog,b'https://lotr.fandom.com/wiki/Gorganog',Gorganog,,,,orcs,,orcs of the misty mountains,lewis penfold,,,orc scimitar,,,,,,,,,,,,d. ta 2933,,,,,,,,,,misty mountains,,,,,
612,Shaknar,b'https://lotr.fandom.com/wiki/Shaknar',Shaknar,,,,orc,,orcs of the misty mountains,richard roberts,,,"orc scimitar, dagger, bow",,,,,,,male,,,,shaknar,d. ta 2933,,,,,,,,,,,,,,,
613,Soury,b'https://lotr.fandom.com/wiki/Soury',Soury,,,,men,,"lakemen, men of dale",kelly kilgour,,,scepter,,,,,,,male,,,,soury,ta 2906 - ta 2941 (aged 35),,,,,,,,,,rhovanion,,,,,
614,Olga,b'https://lotr.fandom.com/wiki/Olga',Olga,,,,men,,"lakemen, men of dale",miranda harcourt,,,unknown weapon,,,,,,,female,,,,olga,late-third age - ta 2941,,,,,,,,,,rhovanion,,,,,
615,Gilfanon,b'https://lotr.fandom.com/wiki/Gilfanon',Gilfanon,unknown,,,elves,,"ñoldor,elves of tol eressëa",,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
616,Meril-i-Turinqi,b'https://lotr.fandom.com/wiki/Meril-i-Turinqi',Meril-i-Turinqi,"queen of tol eressëa[2], the lady of tol eressëa[3], lady of the isle[4]",years of the trees; unknown date,,elves,,vanyar (ingwi)/teleri[1],,"meril, turinqi[1]",tol eressëa,,years of the trees; unknown,,,,,,female,,,,,,,,,,,,,,,,,,,,
617,Niel%C3%ADqui,b'https://lotr.fandom.com/wiki/Niel%C3%ADqui',Nielíqui,,unknown,immortal,ainur,,valar,,,,powers of the valar,,none,,,,unknown,female,,,,,,,,,,,,,,,,,,,,
618,%C3%92mar,b'https://lotr.fandom.com/wiki/%C3%92mar',Òmar,,before the creation of arda,immortal,ainur,,valar,,amillo[1],,powers of the valar,,none,,,,unknown,male,,,,,,,,,,,,,,,,,,,,
619,Ragash,b'https://lotr.fandom.com/wiki/Ragash',Ragash,,,,orc,,,allan smith,,,scimitar,,,martin kwok,,,,,,,,,,,,,,,,,,,,,,,,
620,Arithir,b'https://lotr.fandom.com/wiki/Arithir',Arithir,,,,men,,dúnedain of the north (ranger of arnor),arin alldridge,,,"sword, bow",,,,,,,,,,,arithir,ta 2975 - ?,,,,,,,,,,,,,,,
621,Mallor_(BOH),b'https://lotr.fandom.com/wiki/Mallor_(BOH)',Mallor,,,,men,,"dúnedain of the north, rangers of the north",raphael edwards,,,"sword, bow",,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Littleheart,b'https://lotr.fandom.com/wiki/Littleheart',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Bronweg,b'https://lotr.fandom.com/wiki/Bronweg',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Tower_of_Sauron,b'https://lotr.fandom.com/wiki/Tower_of_Sauron',Tower of Sauron,,,,men,,black captains,,,,"hook-shaped axes, dark sorcery",,,jb blanc,,,,male,,,,tower of sauron,late third age,,,,,,,,,,mordor,,,,,
625,Christopher_Wiseman,b'https://lotr.fandom.com/wiki/Christopher_Wiseman',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Nina_Lightfoot,b'https://lotr.fandom.com/wiki/Nina_Lightfoot',Nina Lightfoot,,sr 1261,,hobbits,,shire-hobbits (lightfoot family),,,shire,,,theobald bolger,,,,,female,,,,,,,,,,,,,,,,,,,,
627,Anglor,b'https://lotr.fandom.com/wiki/Anglor',Anglor,,,,elf,,silvan elves of lothlórien (galadhrim),kester fordham,,,elven sword and bow,,,,,,,male,,,,anglor,second age - march 3-4 ta 3019,,,,,,,,,,lothlórien,,,,,
628,Farambar,b'https://lotr.fandom.com/wiki/Farambar',Farambar,,,,elf,,silvan elves of lothlórien,,,,elven sword and bow,,,,,,,male,,,,farambar,unknown,,,,,,,,,,lothlórien,,,,,
629,Firnmereth,b'https://lotr.fandom.com/wiki/Firnmereth',Firnmereth,,,,elf,,silvan elves of lothlórien (galadhrim),,,,elven sword and bow,,,,,,,male,,,,firnmereth,second age - march 3-4 ta 3019,,,,,,,,,,lothlórien,,,,,
630,Galdor_(L%C3%B3rien),b'https://lotr.fandom.com/wiki/Galdor_(L%C3%B3rien)',Galdor,,,,elf,,silvan elves of lothlórien,,,,elven sword and bow,,,,,,,male,,,,galdor,"early-third age - march 3/4, ta 3019",,,,,,,,,,lothlórien,,,,,
631,Githramir,b'https://lotr.fandom.com/wiki/Githramir',Githramir,,,,elf,,silvan elves of lothlórien (galadhrim),,,,elven sword and bow,,,,,,,male,,,,githramir,second age - march 3-4 ta 3019,,,,,,,,,,lothlórien,,,,,
632,Lhunurion,b'https://lotr.fandom.com/wiki/Lhunurion',Lhunurion,,,,elf,,silvan elves of lothlórien (galadhrim),gareth jensen,,,elven sword and bow,,,,,,,male,,,,lhunurion,second age - march 3-4 ta 3019,,,,,,,,,,lothlórien,,,,,
633,Orollon,b'https://lotr.fandom.com/wiki/Orollon',Orollon,,,,elf,,silvan elves of lothlórien (galadhrim),unknown,,,bow and sword,,,,,,,female,,,,orollon,"unknown - d. march 3-4, 3019",,,,,,,,,,lothlórien,,,,,
634,Melisilion,b'https://lotr.fandom.com/wiki/Melisilion',Melisilion,,,,elf,,silvan elves of lothlórien,,,,elven sword and bow,,,,,,,male,,,,melisilion,"early-third age - march 3/4, ta 3019",,,,,,,,,,lothlórien,,,,,
635,Vinyasir,b'https://lotr.fandom.com/wiki/Vinyasir',Vinyasir,,,,elf,,silvan elves of lothlórien (galadhrim),unknown,,,bow and sword,,,,,,,female,,,,vinyasir,"unknown - d. march 3-4, 3019",,,,,,,,,,lothlórien,,,,,
636,Taramel,b'https://lotr.fandom.com/wiki/Taramel',Taramel,,,,elf,,silvan elves of lothlórien (galadhrim),unknown,,,bow and sword,,,,,,,male,,,,taramel,"unknown - d. march 3-4, 3019",,,,,,,,,,lothlórien,,,,,
637,Thingalad,b'https://lotr.fandom.com/wiki/Thingalad',Thingalad,,,,elf,,silvan elves of lothlórien (galadhrim),jason secto,,,elven sword and bow,,,,,,,male,,,,thingalad,second age - march 3-4 ta 3019,,,,,,,,,,lothlórien,,,,,
638,Tellon,b'https://lotr.fandom.com/wiki/Tellon',Tellon,,,,elf,,silvan elves of lothlórien (galadhrim),,,,elven sword and bow,,,,,,,male,,,,tellon,"unknown - d. march 3-4, 3019",,,,,,,,,,lothlórien,,,,,
639,Thalisule,b'https://lotr.fandom.com/wiki/Thalisule',Thalisule,,,,elf,,silvan elves of lothlórien (galadhrim),,,,elven sword and bow,,,,,,,male,,,,thalisule,unknown - march 3-4 ta 3019,,,,,,,,,,lothlórien,,,,,
640,Uremir,b'https://lotr.fandom.com/wiki/Uremir',Uremir,,,,elf,,silvan elves of lothlórien (galadhrim),,,,elven sword and bow,,,,,,,male,,,,uremir,second age - march 3-4 ta 3019,,,,,,,,,,lothlórien,,,,,
641,Unaldor,b'https://lotr.fandom.com/wiki/Unaldor',Unaldor,,,,elf,,silvan elves of lothlórien (galadhrim),,,,elven sword and bow,,,,,,,male,,,,unaldor,,,,,,,,,,,lothlórien,,,,,
642,Thrandel,b'https://lotr.fandom.com/wiki/Thrandel',Thrandel,,,,elf,,silvan elves of lothlórien (galadhrim),,,,elven sword and bow,,,,,,,male,,,,thrandel,"second age - march 3/4, ta 3019",,,,,,,,,,lothlórien,,,,,
643,Vadrieldur,b'https://lotr.fandom.com/wiki/Vadrieldur',Vadrieldur,,,,elf,,silvan elves of lothlórien (galadhrim),,,,elven sword and bow,,,,,,,male,,,,vadrieldur,"second age - march 3/4, ta 3019",,,,,,,,,,lothlórien,,,,,
644,Avranc,b'https://lotr.fandom.com/wiki/Avranc',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Forhend,b'https://lotr.fandom.com/wiki/Forhend',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Eltas,b'https://lotr.fandom.com/wiki/Eltas',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Gereth,b'https://lotr.fandom.com/wiki/Gereth',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Amnon,b'https://lotr.fandom.com/wiki/Amnon',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Malantur,b'https://lotr.fandom.com/wiki/Malantur',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Seers,b'https://lotr.fandom.com/wiki/Seers',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Imlach,b'https://lotr.fandom.com/wiki/Imlach',Imlach,,fa 310[1],first age ?,men,,edain (house of marach),,,,,,unnamed wife,,,,,,,,,,,,,,,,,,,,,,,,,
652,V%C3%ABann%C3%AB,b'https://lotr.fandom.com/wiki/V%C3%ABann%C3%AB',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Enthor,b'https://lotr.fandom.com/wiki/Enthor',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,N%C3%BAneth,b'https://lotr.fandom.com/wiki/N%C3%BAneth',Núneth,unknown,early second age ?,unknown,men,,númenóreans (unnamed minor númenórean nobility),,,,,,beregar,,,,,female,,,,,,,,,,,,,,,,,,,,
655,Black_Hand_of_Sauron,b'https://lotr.fandom.com/wiki/Black_Hand_of_Sauron',Black Hand of Sauron,,,,men,,black captains,nolan north,,,,,,,,,,male,,,,,,,,,,,,,,,mordor,,,,,
656,Hammer_of_Sauron,b'https://lotr.fandom.com/wiki/Hammer_of_Sauron',Hammer of Sauron,,,,men,,black captains,,,,mace,,,john dimaggio,,,,male,,,,hammer of sauron,late third age,,,,,,,,,,gondor (formerly)mordor,,,,,
657,Umuiyan,b'https://lotr.fandom.com/wiki/Umuiyan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Gimli_(Elf),b'https://lotr.fandom.com/wiki/Gimli_(Elf)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Iv%C3%A1r%C3%AB,b'https://lotr.fandom.com/wiki/Iv%C3%A1r%C3%AB',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Miaul%C3%AB,b'https://lotr.fandom.com/wiki/Miaul%C3%AB',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Oikeroi,b'https://lotr.fandom.com/wiki/Oikeroi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Meoita,b'https://lotr.fandom.com/wiki/Meoita',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Rimion,b'https://lotr.fandom.com/wiki/Rimion',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,%C3%89adgifu_(disambig),b'https://lotr.fandom.com/wiki/%C3%89adgifu_(disambig)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Ufedhin,b'https://lotr.fandom.com/wiki/Ufedhin',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Black_Captains,b'https://lotr.fandom.com/wiki/Black_Captains',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
